survey_round,chosen_center,triplet_object_1,triplet_object_2,triplet_object_3,response_time
20,25,25,10,28,0.35500
20,10,59,10,19,0.24500
20,49,18,16,49,0.39400
20,1,1,21,45,0.55300
20,51,12,51,34,0.39700
20,28,41,52,28,0.41900
20,19,19,57,41,0.53000
20,6,47,6,12,0.31000
20,55,12,48,55,0.31800
20,42,42,38,27,0.72400
20,1,4,1,18,0.28600
20,34,34,41,1,0.77600
20,17,60,17,48,0.32800
20,17,17,8,40,0.97600
20,59,34,59,2,0.29600
20,11,22,12,11,0.38400
20,50,16,50,49,0.30800
20,1,1,7,41,0.35300
20,5,12,5,55,0.31400
20,31,31,6,21,0.31600
20,56,32,56,43,0.25900
20,45,45,1,56,0.31800
20,12,6,12,9,0.27500
20,52,56,2,52,0.32800
20,10,9,10,30,0.45800
20,14,4,18,14,0.31000
20,59,30,59,5,0.31400
20,10,40,6,10,0.25100
20,12,26,12,9,0.32200
20,21,21,27,11,0.43500
20,24,40,24,37,0.29500
20,17,17,21,54,0.35800
20,47,10,47,20,0.31400
20,24,14,31,24,0.40900
21,6,42,1,6,5.3190
21,6,52,6,16,15.427
21,4,20,53,4,2.1110
21,3,3,33,51,4.1650
21,52,47,52,40,3.7420
21,28,28,48,10,2.3000
21,15,15,60,48,2.0830
21,47,47,15,39,6.7920
21,18,15,18,53,5.1370
21,42,49,42,7,5.2190
21,50,50,51,38,13.509
21,26,30,26,15,7.4750
21,38,6,38,25,13.103
21,25,25,9,43,6.1220
21,26,13,29,26,4.4750
21,38,27,20,38,3.2010
21,44,26,8,44,5.3530
21,44,55,44,11,4.0490
21,58,35,19,58,6.1850
21,46,49,46,53,2.8480
21,36,36,46,54,50.080
21,31,31,11,18,2.2440
21,57,41,24,57,4.8370
21,7,13,20,7,2.2850
21,43,43,56,57,7.8350
21,9,9,46,15,3.1210
21,8,48,35,8,4.4030
21,31,31,38,18,4.1040
21,17,13,38,17,11.382
21,9,9,46,48,4.6560
21,27,27,42,21,2.6620
21,60,57,59,60,2.9210
21,22,22,25,13,6.6000
21,50,16,42,50,2.9980
21,30,19,33,30,3.7620
21,43,1,7,43,4.4560
21,45,54,45,32,4.2520
21,22,22,56,18,2.6850
21,43,22,43,39,28.088
21,37,7,37,52,5.3230
21,58,3,47,58,2.8150
21,57,31,37,57,2.9340
21,32,22,32,45,3.0850
21,12,2,12,21,2.7090
21,10,25,10,22,4.0670
21,55,53,49,55,1.9220
21,16,36,16,24,7.0300
21,30,30,55,24,10.415
21,8,8,21,9,3.6960
21,45,19,45,24,3.3900
22,27,27,57,41,6.0460
22,52,52,46,48,8.4100
22,51,51,24,47,20.133
22,4,4,27,52,11.533
22,18,18,31,54,56.750
22,31,31,57,32,25.188
22,2,8,2,31,7.5380
22,28,41,28,47,7.1800
22,18,53,15,18,3.9260
22,18,18,44,30,14.150
22,39,53,45,39,63.614
22,51,49,44,51,15.736
22,24,9,24,14,8.5870
22,27,21,27,16,2.0670
22,4,5,4,10,6.1080
22,42,29,56,42,21.600
22,44,6,44,52,6.6810
22,45,21,45,59,7.9070
22,11,11,29,40,5.2670
22,28,41,28,3,10.578
22,44,8,44,4,30.036
22,43,55,43,52,6.4940
22,55,55,33,50,13.856
22,43,23,43,52,3.5240
22,5,46,31,5,11.325
22,20,49,34,20,8.5470
22,8,45,47,8,3.2960
22,2,16,2,12,8.0420
22,41,15,41,60,5.9500
22,12,12,55,43,33.551
22,12,31,12,25,5.8930
22,8,3,45,8,10.889
22,45,19,45,4,7.0720
22,37,36,43,37,5.7930
22,39,39,25,1,4.6430
22,22,34,55,22,12.982
22,12,22,12,7,17.142
22,54,54,49,25,6.1660
22,31,57,31,15,4.9300
22,17,33,17,36,9.6370
22,50,47,50,43,7.8200
22,8,20,8,24,3.0840
22,50,14,50,56,8.1420
22,25,39,24,25,3.9730
22,60,27,60,41,8.7270
22,16,46,16,40,11.416
22,55,47,55,53,3.3130
22,45,51,21,45,6.0120
22,25,49,25,2,7.5080
22,12,12,32,52,3.4660
23,15,15,43,12,3.1750
23,47,31,14,47,1.4610
23,3,25,16,3,2.2290
23,53,1,53,22,816.82
23,4,42,59,4,1.3880
23,34,34,56,10,1.3130
23,24,19,28,24,1.5090
23,15,15,53,18,2.1820
23,53,53,60,55,1.5980
23,21,60,21,45,1.0780
23,54,54,32,41,3.3100
23,19,27,19,34,1.2700
23,22,35,39,22,6.5260
23,35,7,35,44,1.7980
23,48,48,54,42,1.2140
23,4,35,4,25,3.2530
23,10,57,34,10,2.0220
23,51,32,1,51,2.3170
23,19,3,31,19,2.1420
23,48,35,17,48,0.98200
23,37,14,27,37,1.8610
23,49,10,11,49,1.7180
23,43,34,29,43,1.4060
23,37,13,37,57,2.6700
23,9,7,9,11,2.1810
23,47,33,16,47,2.1020
23,51,24,14,51,1.8940
23,23,57,4,23,1.8610
23,53,17,9,53,1.0770
23,40,12,40,31,3.3810
23,30,30,22,24,2.6530
23,46,46,37,52,2.3590
23,48,48,10,14,0.90900
23,56,28,56,7,2.1010
23,19,19,16,11,2.0610
23,20,8,12,20,1.8530
23,11,11,12,46,5.9740
23,48,47,57,48,2.4690
23,4,59,4,40,1.9650
23,59,59,12,32,2.6780
23,35,35,1,38,3.3480
23,56,56,10,31,1.6050
23,17,53,17,23,2.3650
23,22,40,22,51,6.1180
23,23,11,60,23,4.3340
23,4,13,24,4,2.4210
23,33,33,28,36,4.9500
23,57,20,16,57,3.1650
23,54,54,31,14,2.7980
24,43,30,43,12,4.2320
24,17,17,29,44,3.2300
24,18,53,18,15,7.1420
24,15,15,10,48,5.4570
24,8,21,40,8,3.5780
24,35,19,35,60,3.0460
24,38,38,15,17,4.6930
24,36,36,26,50,4.3480
24,43,53,43,30,4.0120
24,25,41,2,25,4.8970
24,1,1,31,41,62.310
24,1,1,30,55,3.1050
24,7,7,30,56,3.4910
24,36,30,27,36,3.8630
24,36,14,28,36,5.9880
24,39,51,60,39,2.4950
24,52,9,52,31,55.174
24,56,56,40,22,6.6980
24,6,6,33,42,2.8450
24,25,25,21,16,2.9060
24,44,44,60,22,12.854
24,32,32,21,38,21.032
24,27,30,47,27,286.70
24,19,19,51,11,6.2660
24,37,53,37,31,5.7480
24,28,28,40,30,3.2820
24,4,4,27,44,4.7950
24,8,8,50,24,2.4350
24,5,54,38,5,3.4190
24,60,60,8,35,1.8980
24,7,60,27,7,1.8950
24,8,34,8,50,6.6060
24,29,29,2,3,9.1170
24,12,39,36,12,5.4230
24,37,37,4,51,2.9260
24,12,12,4,48,10.875
24,40,54,40,26,14.725
24,34,21,34,35,2.3000
24,17,33,11,17,4.2250
24,28,9,4,28,6.5780
24,2,2,30,13,2.4000
24,44,44,34,11,3.1390
24,17,17,15,21,9.9990
24,8,5,6,8,6.2000
24,13,43,13,24,6.1940
24,10,59,38,10,7.6480
24,33,6,30,33,3.2100
24,11,18,21,11,3.9240
24,37,28,37,4,2.3650
24,25,28,42,25,2.2630
25,32,1,48,32,3.8320
25,43,13,43,60,4.2870
25,18,15,53,18,7.2750
25,24,24,3,48,3.3560
25,7,31,52,7,2.4070
25,55,23,55,54,2.7440
25,54,28,54,14,1.5360
25,9,20,9,36,2.4850
25,45,41,42,45,1.5380
25,9,13,45,9,4.9290
25,28,56,28,48,2.1890
25,36,39,50,36,3.1410
25,44,7,47,44,12.237
25,25,28,57,25,5.5470
25,38,43,38,57,2.1410
25,13,52,13,31,3.8890
25,15,15,21,48,8.1480
25,35,30,48,35,1.4050
25,5,5,50,21,2.0970
25,55,16,50,55,1.6400
25,46,48,46,34,2.6410
25,43,44,14,43,43.933
25,35,40,35,10,1.9860
25,50,50,27,53,2.5770
25,12,6,49,12,2.1270
25,5,5,34,48,3.8720
25,11,4,8,11,3.0920
25,42,42,20,48,3.2890
25,25,12,25,60,2.3750
25,9,16,37,9,1.8250
25,8,23,8,51,1.2300
25,54,29,48,54,2.2050
25,26,26,1,3,4.1380
25,10,27,10,4,2.0030
25,58,33,58,6,1.0730
25,10,7,10,51,1.8360
25,18,20,27,18,3.9100
25,40,44,40,15,2.1880
25,1,31,1,13,1.8570
25,1,15,20,1,18.721
25,37,32,58,37,2.8370
25,50,53,4,50,1.6140
25,1,56,41,1,5.1240
25,6,56,22,6,2.9140
25,18,27,18,22,3.7570
25,46,39,7,46,1.7410
25,44,44,16,52,5.8320
25,16,47,36,16,3.3450
25,60,18,60,22,0.93900
25,7,34,7,1,1.7150
26,30,21,30,20,513.85
26,53,15,53,18,2.6920
26,56,56,13,44,5.5500
26,4,4,16,7,2.0530
26,59,8,10,59,2.9800
26,29,39,17,29,1.5240
26,21,49,21,25,1.4050
26,12,4,12,22,2.0120
26,23,24,12,23,1.9650
26,36,55,36,60,2.2930
26,23,23,44,58,1.7250
26,54,36,8,54,7.9570
26,2,35,32,2,2.3250
26,33,52,7,33,3.7720
26,17,17,9,4,1.7330
26,58,1,4,58,1.7340
26,41,46,41,60,1.7810
26,46,57,3,46,24.605
26,56,4,56,13,1.8370
26,22,11,22,17,1.9490
26,6,52,6,49,2.3260
26,31,9,6,31,1.8860
26,5,5,42,25,2.9560
26,12,28,8,12,7.0530
26,6,51,6,52,1.9020
26,57,57,37,56,1.3180
26,53,40,26,53,1.3730
26,27,19,38,27,3.2610
26,51,46,51,38,2.1660
26,31,20,59,31,1.5340
26,17,56,17,59,1.9900
26,47,43,47,36,1.5970
26,15,15,1,6,1.6210
26,3,3,49,58,3.4850
26,53,53,2,60,1.0530
26,49,49,33,60,4.2940
26,32,32,40,2,2.6680
26,42,42,6,29,2.6620
26,53,45,53,49,1.3010
26,15,7,13,15,3.5490
26,56,16,17,56,2.2760
26,6,6,16,49,2.8220
26,41,40,41,20,1.6460
26,21,46,12,21,1.6600
26,11,11,58,33,3.0600
26,31,49,31,37,1.7970
26,19,58,19,44,1.3420
26,3,3,33,34,2.1250
26,6,34,57,6,2.7740
27,2,13,8,2,4.1710
27,52,2,49,52,11.773
27,7,7,3,47,4.2840
27,16,16,30,47,9.0230
27,34,57,51,34,9.3990
27,16,51,16,6,8.8320
27,18,15,53,18,2.7250
27,33,51,33,26,4.0550
27,25,47,25,32,3.7520
27,58,58,60,17,5.9770
27,51,38,20,51,16.558
27,54,54,16,41,4.3170
27,30,1,9,30,9.0320
27,38,38,40,27,15.710
27,17,17,27,45,3.0970
27,56,48,56,44,5.1590
27,14,23,14,38,7.4610
27,10,10,19,7,3.7750
27,36,55,42,36,6.1110
27,17,42,17,60,5.9760
27,24,52,24,13,6.5350
27,16,43,16,56,6.2230
27,58,6,58,18,3.6400
27,1,43,1,13,5.1340
27,28,56,28,8,13.553
27,4,3,20,4,48.809
27,36,42,41,36,4.4960
27,1,14,1,54,7.4610
27,39,39,13,56,3.6680
27,54,54,9,2,7.7030
27,31,31,13,17,5.9500
27,37,30,14,37,15.792
27,18,18,40,24,7.0700
27,38,38,51,27,3.4780
27,19,43,15,19,4.5260
27,25,25,30,52,4.4390
27,12,34,40,12,2.7350
27,32,32,50,3,4.0710
27,16,51,1,16,4.6780
27,44,1,45,44,3.5500
27,46,44,46,14,9.2150
27,2,8,53,2,6.2950
27,34,25,13,34,5.1190
27,44,42,26,44,4.1730
27,26,21,26,28,5.3590
27,30,48,34,30,4.3880
27,4,59,43,4,5.6320
27,1,30,49,1,27.057
27,2,50,2,26,4.4310
28,35,35,58,13,4.2560
28,18,18,30,24,9.0050
28,56,44,59,56,36.002
28,36,36,59,21,2.3980
28,46,9,5,46,4.4600
28,15,6,15,48,3.7270
28,18,18,15,53,4.2630
28,8,57,50,8,7.1500
28,33,30,33,36,10.256
28,4,4,43,28,14.240
28,60,30,48,60,3.8790
28,45,35,45,54,5.6400
28,7,7,41,5,6.7810
28,5,5,23,38,3.0230
28,37,37,5,15,5.2230
28,23,23,28,21,292.76
28,18,18,8,23,2.2700
28,37,58,46,37,14.953
28,50,48,50,32,3.0700
28,25,25,59,9,2.3830
28,58,51,58,43,3.0480
28,44,44,51,12,4.5430
28,17,17,47,21,3.0310
28,29,7,14,29,3.9430
28,27,27,1,46,5.3590
28,22,40,22,27,4.2150
28,54,24,54,49,3.1030
28,45,24,20,45,6.9190
28,50,59,50,34,33.057
28,58,58,36,3,5.9420
28,38,38,4,49,2.7560
28,17,51,23,17,1.9920
28,17,1,50,17,4.0040
28,32,34,28,32,3.1180
28,34,21,34,48,1.8700
28,43,43,12,31,14.750
28,30,30,4,59,5.5190
28,58,58,49,60,3.0620
28,12,12,17,52,2.7980
28,31,14,43,31,7.0970
28,2,60,2,22,5.7900
28,25,25,26,44,34.243
28,59,34,59,48,2.2610
28,5,5,26,52,2.6880
28,10,48,12,10,3.1730
28,8,12,8,50,6.5260
28,16,36,33,16,7.5590
28,32,9,32,13,5.1340
28,22,11,22,31,14.126
28,17,8,17,21,1.5900
29,51,51,48,49,41.268
29,18,18,15,53,2.1220
29,34,21,11,34,1.6540
29,16,16,4,49,3.3350
29,30,30,23,7,4.7660
29,41,53,41,15,7.6860
29,4,4,24,42,3.2480
29,54,2,60,54,13.487
29,22,56,22,1,3.1250
29,34,27,34,59,4.2780
29,10,2,10,35,7.9890
29,39,39,5,9,4.8540
29,3,23,3,48,4.1590
29,34,53,34,15,1.6060
29,29,13,29,37,1.8480
29,30,26,30,49,3.9570
29,33,18,12,33,12.530
29,39,18,50,39,3.1560
29,4,47,4,3,2.6170
29,25,25,21,42,3.0940
29,14,23,14,55,4.9730
29,7,7,1,42,8.2290
29,1,1,26,52,2.8420
29,58,1,58,38,8.6560
29,27,27,25,34,5.2900
29,22,16,1,22,9.5020
29,54,54,2,6,4.7620
29,12,12,60,52,3.5770
29,25,2,31,25,23.311
29,42,39,56,42,3.5140
29,33,33,53,58,2.4240
29,15,10,15,49,3.7700
29,60,60,25,31,4.4080
29,46,46,48,27,7.1000
29,46,46,9,32,4.5230
29,42,42,15,30,17.815
29,7,13,7,55,4.2210
29,45,26,45,30,6.7940
29,27,54,21,27,1.6250
29,37,37,46,30,3.3060
29,32,34,32,20,16.904
29,39,39,17,54,7.9180
29,11,11,20,27,2.0840
29,39,39,40,2,10.881
29,19,5,52,19,18.038
29,30,31,30,10,8.6950
29,36,48,36,23,2.1390
29,58,28,60,58,2.7130
29,33,50,1,33,4.5880
30,60,34,60,36,6.2500
30,54,45,54,22,7.3080
30,2,36,2,59,9.5710
30,14,13,1,14,8.2680
30,21,30,55,21,19.919
30,51,47,51,24,3.4920
30,18,15,18,53,191.59
30,6,20,1,6,11.128
30,5,5,50,13,3.4260
30,6,6,49,29,2.9900
30,50,11,49,50,3.6350
30,58,26,58,9,24.471
30,29,9,29,39,0.93700
30,59,59,40,25,2.7690
30,11,24,48,11,2.1380
30,50,55,50,33,3.4830
30,3,9,3,20,3.0090
30,38,6,51,38,1.6590
30,11,31,12,11,6.2840
30,7,49,51,7,1.9430
30,50,40,27,50,36.381
30,59,7,59,43,1.2410
30,26,21,59,26,3.1230
30,7,7,54,43,3.8040
30,4,31,48,4,3.3740
30,10,31,28,10,3.4880
30,42,21,50,42,5.8870
30,48,55,14,48,0.68200
30,42,7,42,15,92.570
30,60,33,45,60,2.8380
30,29,34,29,59,8.1520
30,8,40,8,17,8.0150
30,39,19,39,60,4.8590
30,8,55,8,17,1.5700
30,14,24,14,21,3.0910
30,46,41,53,46,2.0660
30,2,21,2,5,22.495
30,1,24,1,11,5.2040
30,22,30,22,39,1.4470
30,52,18,52,42,3.0300
30,2,28,35,2,3.4520
30,46,25,46,26,3.7590
30,5,60,5,33,3.2920
30,59,57,59,25,3.3640
30,37,20,57,37,3.2110
30,32,15,32,29,6.7730
30,25,25,35,42,4.8360
30,58,23,47,58,2.3670
30,22,22,26,39,4.5590
31,3,34,2,3,7.4460
31,44,43,44,26,4.7350
31,4,29,4,47,6.7180
31,14,29,9,14,4.3820
31,18,53,18,15,4.7180
31,38,16,38,49,2.7410
31,3,33,3,44,2.5050
31,3,3,57,11,10.925
31,3,3,55,17,4.3980
31,22,22,24,27,34.482
31,17,34,49,17,2.5690
31,17,17,35,24,2.3250
31,7,47,7,34,2.2710
31,45,45,42,32,4.1610
31,9,9,6,40,7.0520
31,57,23,60,57,2.5720
31,12,12,26,57,4.4490
31,14,14,53,42,2.9300
31,29,57,29,21,10.171
31,54,54,23,48,3.5000
31,9,6,51,9,6.6700
31,37,40,21,37,10.595
31,2,12,9,2,15.154
31,6,47,6,12,3.9770
31,39,39,33,13,3.3220
31,18,23,47,18,3.8690
31,2,50,2,31,3.6560
31,8,23,46,8,2.1100
31,7,7,46,4,3.9080
31,55,29,30,55,19.095
31,43,11,28,43,7.9910
31,7,43,7,11,3.6880
31,51,56,59,51,3.5550
31,47,48,37,47,2.9340
31,44,4,35,44,5.6010
31,3,3,21,1,2.4400
31,4,1,4,25,3.3440
31,16,16,19,34,8.1240
31,40,60,20,40,6.1290
31,17,17,13,19,3.2700
31,55,41,52,55,47.355
31,5,5,33,18,3.4750
31,36,40,53,36,3.6150
31,57,57,30,51,3.3940
31,26,33,26,23,4.7510
31,11,48,43,11,2.8440
31,11,8,11,1,4.1090
31,12,60,39,12,1.6660
31,5,5,8,3,3.4840
31,10,9,10,33,4.9810
32,12,15,43,12,20.436
32,6,6,39,49,3.8100
32,45,41,45,58,12.745
32,18,18,15,53,5.8940
32,14,50,31,14,13.604
32,22,14,22,4,17.540
32,2,20,57,2,40.472
32,37,37,31,3,14.244
32,44,22,58,44,49.680
32,7,23,7,11,12.406
32,5,41,5,7,7.2990
32,18,47,18,53,4.7460
32,2,58,36,2,15.345
32,52,52,29,36,3.5550
32,54,20,54,55,21.117
32,26,26,59,41,7.5350
32,28,42,28,24,6.4670
32,5,26,46,5,41.747
32,46,6,4,46,6.7660
32,34,31,34,32,6.6140
32,32,54,14,32,7.4330
32,17,17,47,31,6.4660
32,35,51,35,60,33.552
32,13,47,14,13,13.974
32,28,28,23,30,21.177
32,29,57,46,29,22.967
32,33,33,6,51,6.3480
32,14,51,14,27,7.7820
32,43,41,4,43,10.499
32,11,55,11,54,4.1100
32,7,40,7,1,7.5240
32,16,38,16,10,9.4280
32,31,31,45,23,10.146
32,25,15,17,25,13.219
32,22,11,22,29,15.496
32,28,2,50,28,7.0250
32,43,54,43,53,6.0520
32,3,30,42,3,10.712
32,22,32,15,22,16.205
32,50,32,40,50,8.7610
32,9,9,6,32,19.652
32,2,24,2,51,14.592
33,3,3,19,30,85.759
33,7,7,47,22,10.018
33,10,10,59,60,12.269
33,22,48,29,22,9.6930
33,8,43,8,54,15.692
33,43,18,43,45,7.6860
33,33,29,9,33,24.667
33,37,12,37,23,17.511
33,5,23,59,5,19.959
33,18,15,53,18,16.822
33,7,60,7,53,17.851
33,20,20,22,47,16.452
33,45,53,44,45,15.830
33,14,24,14,38,19.558
33,8,12,8,47,13.805
33,47,49,47,32,22.312
33,55,47,55,32,11.887
33,35,55,35,14,13.335
33,16,16,23,46,11.927
33,20,13,59,20,30.993
33,19,19,45,22,20.799
33,38,56,38,26,21.719
33,36,55,36,47,12.070
33,22,3,20,22,9.6460
33,24,21,24,52,8.1250
33,47,48,45,47,8.8360
33,29,21,52,29,9.9420
33,57,33,57,21,15.199
33,10,10,21,19,9.8940
33,37,59,60,37,14.708
33,11,10,11,1,23.238
33,11,17,7,11,20.398
33,38,2,23,38,10.309
33,37,2,37,49,17.181
33,51,27,51,50,13.087
33,47,47,48,4,26.144
33,2,35,48,2,15.278
33,59,33,59,51,15.071
33,58,46,58,32,12.822
33,19,44,47,19,30.696
33,14,14,42,53,16.612
33,14,37,26,14,10.463
33,37,37,1,48,15.550
33,24,24,14,35,12.941
33,7,28,7,38,15.071
33,15,48,15,25,14.454
33,39,19,45,39,12.711
33,26,35,26,27,14.967
33,33,33,8,21,11.941
34,11,58,24,11,29.800
34,44,30,11,44,9.1990
34,31,31,4,27,26.994
34,8,59,6,8,10.671
34,18,53,18,15,5.1820
34,43,43,40,13,9.1930
34,46,46,54,1,6.6070
34,57,13,57,19,8.1340
34,57,57,19,1,7.1520
34,41,59,41,45,8.6480
34,39,33,48,39,3.3220
34,1,16,1,53,3.9660
34,11,59,5,11,10.509
34,13,13,14,50,10.461
34,50,10,48,50,4.9390
34,10,10,17,47,10.684
34,14,14,31,38,9.9800
34,25,25,59,30,4.1360
34,7,47,7,26,2.9220
34,2,2,40,13,3.8270
34,7,7,29,8,8.0730
34,1,21,38,1,4.2390
34,27,59,27,24,4.6680
34,32,1,32,24,11.357
34,47,48,55,47,13.873
34,16,16,31,15,2.7220
34,12,12,38,20,38.837
34,55,50,55,28,4.0420
34,2,20,2,23,3.7080
34,17,17,27,36,8.7420
34,42,42,50,25,8.1520
34,19,6,19,30,4.1520
34,32,5,32,8,4.4300
34,56,56,3,37,8.9790
34,2,19,38,2,10.052
34,2,3,2,20,3.0860
34,12,12,2,58,10.197
34,60,11,59,60,21.650
34,36,36,54,33,5.1420
34,28,39,28,19,6.7020
34,14,53,12,14,3.8150
34,8,18,8,20,16.500
34,22,22,18,49,4.8860
34,4,48,4,21,1.8460
34,12,12,14,45,2.9520
34,43,43,31,11,4.5140
34,19,6,19,37,3.8780
34,60,60,13,48,2.1680
34,11,11,42,14,4.7850
35,32,32,22,46,71.760
35,52,52,31,51,20.481
35,18,53,18,15,20.806
35,28,35,28,19,47.369
35,39,28,39,26,16.422
35,29,31,29,44,19.623
35,9,49,9,12,23.855
35,57,34,53,57,11.875
35,20,20,50,25,13.396
35,55,55,53,50,18.795
35,29,38,29,30,11.321
35,37,37,19,17,14.309
35,40,57,11,40,52.778
35,32,37,32,57,5.8930
35,10,52,10,29,8.0380
35,10,10,34,9,6.9730
35,33,33,57,37,11.759
35,4,4,19,1,8.6600
35,2,13,2,51,11.270
35,50,39,59,50,12.165
35,33,34,11,33,39.641
35,16,56,5,16,8.0160
35,51,46,50,51,15.407
35,8,31,8,2,19.872
35,10,44,53,10,26.384
35,6,6,18,59,12.125
35,34,31,33,34,11.118
35,12,22,10,12,10.015
35,51,51,7,3,58.740
35,32,8,57,32,7.8200
35,19,31,19,49,12.084
35,50,50,36,34,8.2130
35,52,40,52,6,7.2450
35,33,54,6,33,13.655
35,33,36,21,33,8.6930
35,8,40,8,44,11.894
35,4,4,7,28,16.863
35,1,21,1,59,4.8120
35,7,7,50,58,7.6620
35,8,8,7,56,8.7100
35,16,16,14,52,21.974
35,3,40,3,14,8.4930
35,25,25,52,33,10.877
35,14,48,14,41,8.6290
35,20,20,48,37,6.9510
35,11,47,19,11,69.077
35,11,58,11,17,8.6040
35,22,55,22,44,15.701
35,34,21,34,53,3.9710
36,16,48,16,14,3.2910
36,40,26,52,40,20.210
36,18,53,18,15,2.1090
36,42,50,42,19,4.9490
36,44,29,44,55,4.0930
36,12,16,26,12,2.7450
36,2,29,36,2,5.4270
36,32,22,32,23,3.1150
36,39,39,56,33,4.1610
36,11,20,11,35,8.3940
36,6,50,21,6,4.4460
36,32,55,31,32,3.5530
36,46,46,19,53,1.5820
36,18,30,24,18,5.6930
36,31,2,31,27,3.8770
36,2,2,33,20,3.6660
36,56,56,30,15,3.2770
36,38,4,38,6,3.0790
36,17,16,17,18,1.7990
36,31,31,9,23,2.2150
36,39,2,39,12,6.6340
36,38,38,8,34,17.187
36,30,30,40,53,3.1890
36,35,35,3,40,2.3850
36,43,19,31,43,2.9070
36,15,48,39,15,2.8940
36,44,35,44,16,9.3260
36,46,46,15,3,2.0820
36,4,4,9,19,4.2150
36,19,50,19,25,4.5220
36,6,4,6,47,4.1400
36,46,49,46,1,5.2550
36,44,42,9,44,6.1370
36,38,38,39,6,9.2080
36,16,48,23,16,1.8660
36,20,14,20,59,2.5270
36,35,35,48,46,2.8590
36,16,43,42,16,13.326
36,10,10,36,22,6.3610
36,36,56,6,36,2.5480
36,36,36,9,57,2.3530
36,49,49,38,48,2.2110
36,26,17,26,4,4.6700
36,12,30,12,22,3.8850
36,5,40,5,18,4.0880
36,58,58,41,34,2.4600
36,45,45,19,30,8.0030
36,10,34,51,10,3.5930
36,51,15,54,51,5.0080
36,40,35,60,40,3.4810
37,54,47,60,54,26.323
37,31,4,53,31,3.1780
37,26,14,23,26,2.9450
37,35,60,35,48,2.2110
37,2,11,53,2,4.0240
37,18,53,18,15,1.7510
37,10,10,49,29,2.0390
37,4,52,33,4,4.2790
37,17,17,38,4,5.2490
37,38,38,39,22,3.9230
37,3,9,23,3,3.5220
37,38,49,5,38,3.8010
37,55,55,19,43,5.3410
37,20,20,59,4,3.4650
37,51,20,51,1,4.4520
37,8,8,48,6,2.5190
37,29,48,57,29,3.2680
37,46,11,1,46,2.9730
37,18,18,48,13,3.0980
37,35,26,35,45,6.1290
37,55,16,55,48,7.3430
37,36,36,29,39,4.1730
37,36,43,36,6,4.2390
37,22,33,25,22,2.3060
37,54,18,54,15,2.9780
37,49,56,49,5,3.1220
37,18,18,37,31,5.2980
37,9,29,48,9,7.6840
37,33,27,39,33,3.9990
37,26,13,20,26,6.5390
37,4,22,4,49,2.6310
37,38,38,25,45,7.4850
37,1,3,11,1,2.5280
37,7,7,60,40,2.7660
37,37,41,37,4,2.1900
37,43,43,40,29,2.9040
37,32,32,19,23,1.5930
37,6,60,6,59,3.5930
37,55,55,51,21,3.6110
37,5,5,3,50,6.0820
37,2,20,14,2,2.1440
37,46,22,45,46,1.9640
37,22,41,51,22,4.5030
37,4,4,43,29,3.6460
37,40,40,46,49,5.7520
37,29,29,13,51,2.9540
37,54,48,54,45,2.3780
37,45,4,39,45,12.218
37,38,16,38,21,1.5920
37,9,9,23,28,3.0020
38,27,1,27,48,39.634
38,41,41,50,53,2.4660
38,1,1,23,3,3.6500
38,7,7,32,40,5.6320
38,22,22,25,23,1.9180
38,46,46,23,53,2.5880
38,54,42,54,12,6.3880
38,18,18,53,15,1.8440
38,8,41,32,8,5.7920
38,39,59,39,21,1.8610
38,51,48,56,51,2.8310
38,36,37,20,36,4.8790
38,38,5,52,38,2.4810
38,18,3,28,18,1.9000
38,41,45,56,41,3.3760
38,9,31,20,9,17.279
38,7,41,50,7,3.0900
38,11,59,11,45,2.6890
38,49,50,49,33,5.2650
38,51,43,51,49,4.5430
38,7,47,37,7,5.5310
38,58,21,58,15,1.7800
38,25,24,25,59,2.6290
38,2,44,34,2,5.2930
38,27,13,27,6,2.1120
38,43,43,44,1,2.9010
38,58,60,27,58,7.5820
38,12,58,12,18,2.3480
38,49,47,41,49,3.9330
38,25,51,25,18,3.6340
38,15,56,15,39,2.7570
38,38,38,3,25,6.6700
38,31,31,57,48,5.2800
38,35,47,35,1,2.6090
38,35,53,35,23,1.7000
38,57,57,12,23,6.6920
38,29,49,29,24,3.1120
38,33,28,33,31,5.4770
38,2,35,2,49,4.5190
38,16,16,41,57,17.173
38,39,8,5,39,3.9370
38,35,45,35,40,1.9090
38,46,46,18,56,2.3700
38,18,18,25,34,2.1850
38,10,36,38,10,3.6100
38,29,30,29,24,3.2700
38,42,20,42,32,5.0170
38,14,14,48,23,2.4370
38,50,50,37,15,7.1750
38,51,50,40,51,4.0640
39,58,58,40,10,12.560
39,60,49,57,60,2.9210
39,32,32,26,11,2.4140
39,32,32,36,4,18.883
39,43,19,18,43,2.8320
39,49,49,52,57,3.7450
39,36,28,36,12,4.2060
39,44,9,44,33,2.7780
39,36,15,34,36,3.0490
39,18,15,18,53,1.4820
39,28,20,21,28,1.8440
39,42,5,42,19,3.5310
39,11,11,42,21,1.9900
39,40,51,40,39,8.2850
39,60,60,11,43,5.0960
39,34,34,16,13,3.6910
39,54,54,41,32,6.5100
39,4,20,5,4,2.8630
39,7,7,39,23,3.1500
39,2,2,26,41,4.1900
39,59,45,59,56,2.4650
39,36,50,60,36,8.1580
39,51,51,38,47,11.136
39,56,52,56,49,3.4670
39,26,1,26,49,2.9110
